Sponsor Name,Site Name,County,Street,City,Zip Code,Start Date,End Date,Meals,Days,Time,ContactPhone,Email,Notes
Seymour Community Schools,Brown Elementary School,Jackson,550 Miller Lane,Seymour,47274,3/23/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 522-5539,brooksm@scsc.k12.in.us,
Seymour Community Schools,Cortland Elementary School,Jackson,6687 N County Rd 400 E,Seymour,47274,3/23/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 522-7483,toborgb@scsc.k12.in.us,
Seymour Community Schools,Seymour High School,Jackson,1350 W 2nd Street,Seymour,47274,3/23/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 522-4384,schafstalll@scsc.k12.in.us,
Seymour Community Schools,Seymour Middle School,Jackson,920 N O'Brien Street,Seymour,47274,3/23/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 522-5453,yorks@scsc.k12.in.us,
Seymour Community Schools,Seymour-Redding Elem. School,Jackson,1700 N Ewing Street,Seymour,47274,3/23/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(812) 522-5621,reichenbackerd@scsc.k12.in.us,
Crothersville Community Schools,Crothersville Elementary School,Jackson,109 South Preston Street,Crothersville,47229-1255,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 793-2601,aking@crothersville.k12.in.us,School Webpage with Meal Info
Tri-County School Corporation,Tri-County Primary School,Jasper,300 East Michigan Street,Remington,47977,3/17/2020,4/30/2020,Brk Lun,MWF,11:00 AM to 1:00 PM,(219) 279-2105,frantzc@trico.k12.in.us,School Webpage with Meal Info
Rensselaer Central School Corp,Van Rensselaer Elem. School,Jasper,902 East Washington St.,Rensselaer,47978-2945,3/17/2020,5/31/2020,Brk Lun,M,9:00 AM to 10:00 AM,(219) 866-7822,lori.zeider@rcsc.k12.in.us,School Webpage with Meal Info
Jay County School Corporation,Bloomfield Elem. School,Jay,350 E 500 N,Bryant,47326,3/18/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(260) 726-9306,camila.green@compass-usa.com,
Jay County School Corporation,Westlawn Elem. School,Jay,234 Pearl Street,Dunkirk,47336,3/18/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 768-6075,,
Jay County School Corporation,Pennville Elem. School,Jay,390 W Pleasant St.,Pennville,47369,3/18/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(260) 726-9306,camila.green@compass-usa.com,
Jay County School Corporation,East Jay Middle School,Jay,225 E Water St,Portland,47371,3/18/2020,5/1/2020,Brk Lun,MTWR,11:00 AM to 01:00 PM,(260) 726-9306,cpyle@jayschools.k12.in.us,
Jay County School Corporation,Jay County High School,Jay,2072 IN-67,Portland,47371,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(260) 726-9306,camila.green@compass-usa.com,
Jay County School Corporation,Redkey Elem. School,Jay,500 W Main street,Redkey,47373,3/18/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(765) 369-2571,,
Canaan Community Academy,Canaan Community Academy,Jefferson,8775 North Canaan Main St.,Canaan,47224,3/31/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 839-0003,smcdowell@canaanca.com,School Webpage with Meal Info
Madison Consolidated Schools,Deputy Elementary,Jefferson,14350 W Mulberry St,Deputy,47230,3/16/2020,6/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 274-8001,jbrooks@madison.k12.in.us,School Webpage with Meal Info
Southwestern Jefferson Co. Consolidated School Corp,Southwestern Elementary School,Jefferson,273 S. Main Cross Street,Hanover,47243,3/30/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 866-6254,kking@swjcs.us,School Webpage with Meal Info
Madison Consolidated Schools,Anderson Elementary School,Jefferson,2325 Cherry Drive,Madison,47250,3/16/2020,6/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 274-8001,jbrooks@madison.k12.in.us,School Webpage with Meal Info
Madison Consolidated Schools,Madison Junior High School,Jefferson,701 Eighth St,Madison,47250,3/16/2020,6/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 274-8001,jbrooks@madison.k12.in.us,School Webpage with Meal Info
Madison Consolidated Schools,Madison Senior High,Jefferson,743 Clifty Dr,Madison,47250,3/16/2020,6/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 274-8001,jbrooks@madison.k12.in.us,School Webpage with Meal Info
Madison Consolidated Schools,Ryker's Ridge Elementary,Jefferson,2845 N Rykers' Ridge Rd,Madison,47250,3/16/2020,6/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(812) 274-8001,jbrooks@madison.k12.in.us,School Webpage with Meal Info
Jennings County School Corp,Graham Creek Elementary School,Jennings,7910 S CR 90 W,Commiskey,47227,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Hayden Elementary School,Jennings,55 S CR 685 W,Hayden,47245,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Jennings County Middle School,Jennings,820 W Walnut St,North Vernon,47265,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,North Vernon Elementary School,Jennings,810 W Walnut St,North Vernon,47265,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Sand Creek Elementary,Jennings,1450 W CR 500 N,North Vernon,47265,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Scipio Elementary School,Jennings,6320 N State Hwy 7,Scipio,47273,3/16/2020,6/30/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Brush Creek Elementary School,Jennings,4275 E US Highway 50,North Vernon,47265-1706,3/16/2020,5/20/2020,Brk Lun,R,11:00 AM to 1:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Jennings County School Corp,Jennings County High School,Jennings,800 W Walnut St,North Vernon,47265-1706,3/16/2020,5/20/2020,Brk Lun,R,5:00 PM to 6:00 PM,(812) 346-4483,suharding@jcsc.org,School Webpage with Meal Info
Edinburgh Community School Corp,Eastside Elementary School,Johnson,810 East Main Cross Street,Edinburgh,46124,3/23/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 1:00 PM,(812) 526-9771,pweber@ecsc.k12.in.us,School Webpage with Meal Info
Clark-Pleasant Community Schools,Clark Pleasant Middle School,Johnson,1354 E Worthsville Rd,Greenwood,46143,3/23/2020,5/31/2020,Brk Lun,MTWRF,10:00 AM to 11:00 AM,(317) 535-3105,kcombs@cpcsc.k12.in.us,
Greenwood Community School Corp,Isom Central School,Johnson,50 E. Broadway Street,Greenwood,46143-1303,3/30/2020,5/1/2020,Brk Lun,MTWRF,10:00 AM to 11:00 AM,(317) 889-4075,gyoung@gws.k12.in.us,
Vincennes Community School Corp,Benjamin Franklin School,Knox,2143 Washinton Ave.,Vincennes,47591,3/23/2020,5/1/2020,Brk Lun,M,10:00 AM to 11:00 AM,(812) 882-2103,gilbertt@vcsc.k12.in.us,
Vincennes Community School Corp,Closure Mobile Bus Route 1,Knox,1545 Hart St. Rd,Vincennes,47591,3/23/2020,5/1/2020,Brk Lun,M,10:00 AM to 11:00 AM,(812) 882-2273,clinec@vcsc.k12.in.us,Delivery instead of on-site pickup
Vincennes Community School Corp,Francis Vigo School,Knox,1513 Main,Vincennes,47591,3/23/2020,5/1/2020,Brk Lun,M,10:00 AM to 11:00 AM,(812) 882-2078,griggsj@vcsc.k12.in.us,
Vincennes Community School Corp,James Whitcomb Riley Elem. School,Knox,1008 Upper 11th,Vincennes,47591,3/23/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(812) 882-2072,,
Vincennes Community School Corp,Tecumseh-Harrison School,Knox,2116 N. Second St.,Vincennes,47591,3/23/2020,5/1/2020,Brk Lun,M,10:00 AM to 11:00 AM,(812) 882-2117,coxj@vcsc.k12.in.us,
North Knox School Corporation,North Knox Primary School,Knox,215 East 4th St,Bicknell,47512-8316,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 1:00 PM,(812) 735-2990,klein-tammy@aramark.com,School Webpage with Meal Info
Warsaw Community Schools,Claypool Elementary School,Kosciusko,2024 W 700 S,Claypool,46510,3/16/2020,5/22/2020,Brk Lun,MTWRF,12:30 PM to 01:00 PM,(260) 348-6943,kwagner@warsawschools.org,
Warsaw Community Schools,Claypool Mobile Route,Kosciusko,Claypool Elementary,"Claypool,",46510,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:45 PM,(574) 371-5086,mchew@warsawschools.org,Delivery instead of on-site pickup
Wa-Nee Community Schools,Millwood Acres,Kosciusko,9462 State Road 19,Etna Green,46524,3/17/2020,6/30/2020,Lun,MW,11:00 AM to 1:00 PM,(574) 862-2710,scripe@wanee.org,School Webpage with Meal Info
Warsaw Community Schools,Leesburg Elementary School,Kosciusko,6150 N Old SR 15,Leesburg,46538,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(574) 265-8755,thelm@warsawschools.org,
Warsaw Community Schools,Leesburg Mobile Route,Kosciusko,6150 N Old SR 15,Leesburg,46538,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:15 AM to 11:45 AM,(574) 371-5086,thelm@warsawschools.org,Delivery instead of on-site pickup
Tippecanoe Valley School Corp,Palestine Boat Ramp,Kosciusko,5599 W Palestine 1st street,Mentone,46539,3/20/2020,4/30/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(574) 598-2579,,
Wawasee Community School Corp,Milford Public Library,Kosciusko,101 N Main Street,Milford,46542,3/19/2020,4/30/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(574) 529-0607,kchupp@wawasee.k12.in.us,
Wawasee Community School Corp,Milford School,Kosciusko,611 E Emeline Street,Milford,46542,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(574) 658-9444,chuk@wawasee.k12.in.us,
Wawasee Community School Corp,North Webster Community Center,Kosciusko,301 N Main Street,North Webster,46555,3/19/2020,5/4/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(260) 221-2923,swrobleski@wawasee.k12.in.us,
Wawasee Community School Corp,North Webster Elementary School,Kosciusko,5475 N 750 E,North Webster,46555,3/16/2020,5/4/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(574) 834-7644,khartman@wawasee.k12.in.us,
Wawasee Community School Corp,Enchanted Hills,Kosciusko,9726 King Arthur Trail,Cromwell,46567,3/19/2020,5/1/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(260) 856-2136,mila@wawasee.k12.in.us,
Wawasee Community School Corp,Syracuse Community Building,Kosciusko,1013 n Long Drive,Syracuse,46567,3/19/2020,5/1/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(260) 215-5436,umaj@wawasee.k12.in.us,
Wawasee Community School Corp,Syracuse Elementary School,Kosciusko,12799 N Kern Road,Syracuse,46567,3/16/2020,5/1/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(574) 834-7644,asloan@wawasee.k12.in.us,
Wawasee Community School Corp,Wawasee High School,Kosciusko,12659 Syracuse/Webster Road,Syracuse,46567,3/19/2020,5/1/2020,Brk Lun,MR,11:00 AM to 01:00 PM,(574) 527-7390,mdixon@wawasee.k12.in.us,Delivery instead of on-site pickup
Warsaw Community Schools,Gateway Center,Kosciusko,201 N Union,Warsaw,46580,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(574) 527-9877,jmoyer@warsawschools.org,
Warsaw Community Schools,Lincoln Elementary School,Kosciusko,203 N Lincoln,Warsaw,46580,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(574) 377-0585,sstover@warsawschools.org,
Warsaw Community Schools,Lincoln Mobile Route,Kosciusko,203 N Lincoln,Warsaw,46580,3/16/2020,5/22/2020,Brk Lun,MTWRF,12:00 PM to 12:45 PM,(574) 371-5086,sstover@warsawschools.org,Delivery instead of on-site pickup
Warsaw Community Schools,Harrison Elementary School,Kosciusko,1300 N 100 E,Warsaw,46582,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(574) 377-2658,jhart@warsawschools.org,
Warsaw Community Schools,Harrison Mobile Route,Kosciusko,1300 N 100 E,Warsaw,46582,3/16/2020,5/22/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(574) 371-5086,jhart@warsawschools.org,Delivery instead of on-site pickup
Warsaw Community Schools,Jefferson Elementary School,Kosciusko,1 Jefferson Drive,Winona Lake,46590,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(574) 529-1246,mvansickle@warsawschools.org,
Warsaw Community Schools,Jefferson Mobile Route,Kosciusko,1 Jefferson Drive,Winona Lake,46590,3/16/2020,5/22/2020,Brk Lun,MTWRF,11:30 AM to 01:00 PM,(574) 371-5086,ktiller@warsawschools.org,Delivery instead of on-site pickup
Lakeland School Corporation,Lakeland Primary School,LaGrange,One LeMaster Circle,LaGrange,46761,3/23/2020,4/20/2020,Brk Lun,M,10:50 AM to 12:10 PM,(260) 499-2400,,
Lakeland School Corporation,Mobile Route 1,LaGrange,0825E. 075 N.,LaGrange,46761,3/23/2020,4/20/2020,Brk Lun,M,10:50 AM to 12:10 PM,(260) 499-2400,,Delivery instead of on-site pickup
Lakeland School Corporation,Mobile Route 2,LaGrange,0825 E. 075 N.,LaGrange,46761,3/23/2020,4/20/2020,Brk Lun,M,10:50 AM to 12:10 PM,(260) 499-2400,,Delivery instead of on-site pickup
Prairie Heights Community Schools,Prairie Heights Elementary,LaGrange,0455 S 1150 E,LaGrange,46761,3/17/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(260) 351-2070,corr@ph.k12.in.us,School Webpage with Meal Info
School City of East Chicago,Harrison Elementary School,Lake,4411 Magoun Avenue,East Chicago,46312,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
School City of East Chicago,J.L. Block Jr. High School,Lake,2700 Cardinal Drive,East Chicago,46312,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
School City of East Chicago,Lincoln Elementary School,Lake,2001 East 135th Street,East Chicago,46312,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
School City of East Chicago,McKinley Elementary School,Lake,4825 Magoun Avenue,East Chicago,46312,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
School City of East Chicago,School City of East Chicago Administrative Building,Lake,1401 E 144th St,East Chicago,46312,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
First Baptist Church of Hammond,City Baptist,Lake,4925 Sohl Ave,Hammond,46320,3/23/2020,7/17/2020,Brk Lun,MW,11:00 AM to 01:00 PM,(219) 932-0711,wes.wilson@fbchammond.com,
School City of Hammond,Edison Elementary School,Lake,7025 Madison,Hammond,46323,3/16/2020,5/31/2020,Brk Lun,MTWRF,11:05 AM to 11:30 AM,(219) 933-2400,lastrle@hammond.k12.in.us,
School City of Hammond,Harding Elementary School,Lake,3211 165th St,Hammond,46323,3/16/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(219) 933-2400,lastrle@hammond.k12.in.us,
School City of Hammond,Morton Elementary School,Lake,Morton Elementary,Hammond,46323,3/16/2020,5/31/2020,Brk Lun,MTWRFS,11:00 AM to 11:30 AM,(219) 933-2400,lastrle@hammond.k12.in.us,
School City of Hammond,Maywood Elementary School,Lake,1001 165th Street,Hammond,46324,3/16/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(219) 933-2400,LAStrle@hammond.k12.in.us,
St John Bosco School,Saint John Bosco School,Lake,1231 171st Place,Hammond,46324,3/30/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 845-6226,ymarkovic@st-johnbosco.org,School Webpage with Meal Info
School City of Hammond,Irving Elementary School,Lake,4727 Pine Ave,Hammond,46327,3/16/2020,5/31/2020,Brk Lun,MTWR,11:00 AM to 11:30 AM,(219) 933-2400,lastrle@hammond.k12.in.us,
School City of Hobart,George Earle Elementary School,Lake,400 N. Wilson Street,Hobart,46342,3/18/2020,5/27/2020,Sup,W,03:30 PM to 04:30 PM,(219) 942-8521,bsinclair@hobart.k12.in.us,
School City of Hobart,Hobart High School,Lake,2211 East Tenth Street,Hobart,46342,3/18/2020,5/27/2020,Sup,W,03:30 PM to 04:30 PM,(219) 942-8521,agniadek@hobart.k12.in.us,
School City of Hobart,Hobart Middle School,Lake,36 E. Eighth St,Hobart,46342,3/18/2020,5/27/2020,Sup,W,03:30 PM to 04:30 PM,(219) 942-8521,cpindara@hobart.k12.in.us,
School City of Hobart,Liberty Elementary School,Lake,130 North Liberty Street,Hobart,46342,3/18/2020,5/27/2020,Sup,W,03:30 PM to 04:30 PM,(219) 942-8521,mwitt@hobart.k12.in.us,
School City of Hobart,Ridge View Elementary School,Lake,3333 West Old Ridge Road,Hobart,46342,3/18/2020,5/27/2020,Sup,W,03:30 PM to 04:30 PM,(219) 942-8521,tcoslet@hobart.k12.in.us,
School City of Hammond,Franklin Elementary School,Lake,Franklin Elementary,Whiting,46394,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(219) 933-2400,lastrle@hammond.k12.in.us,
School City of Whiting,Whiting High School,Lake,1831 Oliver Street,Whiting,46394,3/16/2020,5/30/2020,Brk Lun,M,10:30 AM to 11:30 AM,(219) 473-0961,clerma@ns.whiting.k12.in.us,
Charter School of The Dunes,Charter School of The Dunes,Lake,7300 Melton Road,Gary,46403,3/16/2020,4/30/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(219) 939-9690,jstok@csdunes.org,School Webpage with Meal Info
Lake Station Community Schools,Mobile Bus Route 1,Lake,3304 Parkside Ave,Lake Station,46405,3/30/2020,5/29/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(219) 962-1190,tkietzman@lakes.k12.in.us,Delivery instead of on-site pickup
Lake Station Community Schools,Mobile Bus Route 2,Lake,3304 Parkside Ave,Lake Station,46405,3/30/2020,5/29/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 962-1190,tkietzman@lakes.k12.in.us,Delivery instead of on-site pickup
Gary Community School Corporation,Trinity Baptist Church,Lake,1831 Virginia St,Gary,46407,3/16/2020,7/31/2020,Brk Lun,M,11:00 AM to 01:00 PM,(219) 796-7578,,
Steel City Academy,Steel City Academy,Lake,2650 W. 35th Ave.,Gary,46408,3/17/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 750-1010,shanta.mack@steelcityacademy.org,School Webpage with Meal Info
Gary Community School Corporation,Career Resource Center,Lake,1800 E 35th Ave,Gary,46409,3/16/2020,7/31/2020,Brk Lun,M,11:00 AM to 01:00 PM,(219) 985-3455,,
Merrillville Community School Corp,Edgar L. Miller School,Lake,5901 Waite Street,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,,
Merrillville Community School Corp,Faith Academy,Lake,7601 Whitcomb St,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,11:30 AM to 12:30 PM,(219) 650-5307,pparmley@mvsc.k12.in.us,
Merrillville Community School Corp,Henry P. Fieler School,Lake,407 W 61st Ave,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,,
Merrillville Community School Corp,Homer Iddings School,Lake,7249 Van Buren Street,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,,
Merrillville Community School Corp,John Wood School,Lake,6100 E. 73rd ave,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 12:30 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Jonas E. Salk School,Lake,3001 West 77th Avenue,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,,
Merrillville Community School Corp,Merrillville Intermediate School,Lake,1400 W. 61st Ave.,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Merrillville Senior High School,Lake,276 E. 68th Pl,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Mobile Site @ 73rd & Bigger Road,Lake,73rd Ct & Bigger,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:30 PM to 01:00 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Mobile Site @ Emmanuel Lutheran Church,Lake,5375 Harrison Street,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 12:30 PM,(219) 650-5300,,
Merrillville Community School Corp,Mobile Site @ Tan Tar/Edgewood Apts,Lake,5850 Pennsylvania St,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 12:30 PM,(219) 650-5300,,Delivery instead of on-site pickup
Merrillville Community School Corp,Pierce Junior High School,Lake,199 E. 70th Pl.,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Rethink Church,Lake,2920 W. 73rd Pl.,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:30 PM,(219) 650-5307,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Stefik Park,Lake,70th & Harrison,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 01:00 PM,(219) 650-5300,crhostet@mvsc.k12.in.us,
Merrillville Community School Corp,Wirtes Park,Lake,58th & Roosevelts Sts.,Merrillville,46410,3/17/2020,5/30/2020,Brk Lun,SMTWRFS,12:00 PM to 12:30 PM,(219) 650-5307,crhostet@mvsc.k12.in.us,
Hanover Community School Corp,Jane Ball Elementary School,Lake,13313 Parrish,Cedar Lake,46303-9201,3/17/2020,4/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 374-3921,mphilipp@hanover.k12.in.us,School Webpage with Meal Info
East Chicago Lighthouse Charter School,East Chicago Lighthouse Charter School,Lake,3916 Pulaski,East Chicago,46312-2420,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 378-7450,maria.jimenez@eastchicago.lha.net,
School City of East Chicago,Central High School,Lake,1100 West Columbus Drive,East Chicago,46312-3150,3/16/2020,5/31/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 391-4087,pamela.watson@sodexomagic.com,School Webpage with Meal Info
East Chicago Urban Enterprise Academy,East Chicago Urban Enterprise Academy,Lake,1402 E. Chicago Ave.,East Chicago,46312-3587,3/16/2020,4/30/2020,Brk Lun,MTWRF,10:00 AM to 1:00 PM,(313) 938-0802,Guinevere.Hovey@leonagroup.com,School Webpage with Meal Info
River Forest Community School Corp,River Forest Jr/ Senior High School,Lake,3300 Indiana Street,"Hobart,",46342-1061,3/18/2020,5/29/2020,Brk Lun,MTWRF,10:30 AM to 12:30 PM,(219) 962-7551,lvalenzuela@rfcsc.k12.in.us,
Lake Ridge Schools,Calumet High School,Lake,3900 Calhoun Street,Gary,46408-1749,3/16/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 989-7812,trattray@lakeridgeschools.net,School Webpage with Meal Info
Lake Ridge Schools,Education Center,Lake,6111 West Ridge Road,Gary,46408-1749,3/16/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 989-7812,trattray@lakeridgeschools.net,School Webpage with Meal Info
Lake Ridge Schools,Lake Ridge Middle School,Lake,3601 West 41st Avenue,Gary,46408-1749,3/16/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 989-7812,trattray@lakeridgeschools.net,School Webpage with Meal Info
Lake Ridge Schools,Longfellow Elementary School,Lake,45th and Calhoun,Gary,46408-1749,3/16/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 989-7812,trattray@lakeridgeschools.net,School Webpage with Meal Info
Heritage Institute of Arts and Technology (HIAT),Heritage Institute of Arts and Technology,Lake,5861 Harrison Street,Merrillville,46410-2442,3/17/2020,4/8/2020,Brk Lun,Contact school for more information,Contact school for more information,(219) 359-1522,ctaslim@the-hiat.org,School Webpage with Meal Info
La Porte Community School Corp,Kingsford Heights Elementary,LaPorte,460 Evanston Road,Kingsford Heights,46346,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 362-8823,,
La Porte Community School Corp,Allesee Park,LaPorte,Boyd Blvd.,LaPorte,46350,3/17/2020,5/1/2020,Brk Lun,MTWR,11:30 AM to 12:00 PM,(219) 362-8823,,
La Porte Community School Corp,Hailmann School,LaPorte,1001 E. Ohio St.,LaPorte,46350,3/17/2020,5/29/2020,Brk Lun,MTWRF,11:30 AM to 12:00 PM,(219) 362-8823,,
La Porte Community School Corp,Indian Trail,LaPorte,3214 South State Rd. 104,LaPorte,46350,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 362-8823,,
La Porte Community School Corp,LaPorte High School,LaPorte,602 F St.,LaPorte,46350,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 362-8823,,
La Porte Community School Corp,Lincoln School,LaPorte,402 Harrison St.,LaPorte,46350,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:30 AM to 12:30 PM,(219) 362-8823,,
La Porte Community School Corp,Riley School,LaPorte,516 Weller Ave.,LaPorte,46350,3/17/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(219) 362-8823,,
Michigan City Area Schools,Woodberry Park,LaPorte,0999 W 650 N,LaPorte,46350,3/16/2020,4/27/2020,Brk Sup,M,05:30 PM to 06:00 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Barker Junior High School,LaPorte,319 Barker Road,Michigan City,46360,3/16/2020,5/1/2020,Brk Sup,M,04:00 PM to 06:00 PM,(219) 873-2000,sbland@mcas.k12.in.us,
Michigan City Area Schools,Canterbury House Apts,LaPorte,1200 Mallard Dr,Michigan City,46360,3/23/2020,4/27/2020,Brk Sup,M,04:00 PM to 04:30 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
