sponsorName,siteName,siteAddress,siteState,contactPhone,contactEmail,daysofOperation,meals,lunchTime,uploadNotes,_createdOn,_updatedOn
Westfield Washington Schools,Monon Trail Elementary,19400 Tomlinson Rd	 Westfield	 Indiana undefined,Indiana,3178678049,demoj@wws.k12.in.us,M	 Th,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Westfield Washington Schools,North Glen Village,292 South Drive	 Westfield	 Indiana undefined,Indiana,3178678049,demoj@wws.k12.in.us,M	 Th,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Westfield Washington Schools,Westfield Playhouse,1836 IN 32	 Westfield	 Indiana undefined,Indiana,3177772748,whscafe@wws.k12.in.us,M	 Th,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Mt Vernon Community School,Mount Vernon High School,8112 N. 200 W.	 Fortville	 Indiana undefined,Indiana,3174853100,Doris.johnson@mvcsc.k12.in.us,T (3/31 only)	 M (going forward),Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,Greenfield Central Junior High,1440 North Franklin Road	 Greenfield	 Indiana undefined,Indiana,3174624434,kangot@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,Harris Elementary School,200 West Park Ave	 Greenfield	 Indiana undefined,Indiana,3174676731,sadams@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,Maxwell Intermediate School,102 North Main Street	 Maxwell	 Indiana undefined,Indiana,3173263121,bwagner@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,Weston Elementary School,140 Polk Street	 Greenfield	 Indiana undefined,Indiana,3174621492,dmiles@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,J B Stephens Elementary School,1331 North Blue Road	 Greenfield	 Indiana undefined,Indiana,3174624491,lhood@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Southern Hancock County	 CSC of,New Palestine High School,4485 S Victory Dr	 New Palestine	 Indiana undefined,Indiana,3178614463,cigo@newpal.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
CSC of Eastern Hancock County,Eastern Hancock Elementary School,10450 E 250 N	 Charlottesville	 Indiana undefined,Indiana,3174670064,twilson@easternhancock.org,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenfield Central Community School Corporation,Greenfield Central High School,810 N. Broadway	 Greenfield	 Indiana undefined,Indiana,3174629211,ladams@gcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
South Harrison Community Schools,Heth-Washington Grade School,2450 Heth-Washington Road Sw	 Central	 Indiana undefined,Indiana,8127384181,zimmermans@shcsc.k12.in.us,M	 Th,Brk Lun,12:00 PM to 2:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
South Harrison Community Schools,Corydon Central High,375 Country Club Road	 Corydon	 Indiana undefined,Indiana,8127384181,zimmermans@shcsc.k12.in.us,M	 Th,Brk Lun,12:00 PM to 2:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
South Harrison Community Schools,Corydon Elementary School,125 Beechmont Drive	 Corydon	 Indiana undefined,Indiana,8127384181,zimmermans@shcsc.k12.in.us,M	 Th,Brk Lun,12:00 PM to 2:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
South Harrison Community Schools,South Central Elementary School,6595 E. Hwy 11 Se	 Elizabeth	 Indiana undefined,Indiana,8127384181,zimmermans@shcsc.k12.in.us,M	 Th,Brk Lun,12:00 PM to 2:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
North Harrison Comm School Corp,Morgan Elementary School,12225 Old Hwy 135	 Palmyra	 Indiana undefined,Indiana,8123473905,kchinn@nhcs.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Danville Community School Corp,South Elementary School,1375 W Lincoln St	 Danville	 Indiana undefined,Indiana,3177456431,scooper@danville.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Plainfield Community School Corp,Mobile Rt 1- NE Plainfield,985 Longfellow Lane	 Plainfield	 Indiana undefined,Indiana,3174322960,mrookstool@plainfield.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:40 AM to 01:30 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Plainfield Community School Corp,Mobile Rt 4- Central Plainfield,985 Longfellow Lane	 Plainfield	 Indiana undefined,Indiana,3179454427,nmuller@plainfield.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Danville Community School Corp,Danville Community High School,200 Warrior Way	 Danville	 Indiana undefined,Indiana,3177452212,scooper@danville.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Castle Community School Corp,Eastwood Elementary School,806 S 22nd Street	 New Castle	 Indiana undefined,Indiana,7655217243,swright@ncweb.me,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Castle Community School Corp,Parker Elementary School,1819 Roosevelt Ave	 New Castle	 IN	 Indiana undefined,Indiana,7655217245,mthronbro@ncweb.me,M	 T	 W	 Th,Brk Lun,11:30 AM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Castle Community School Corp,Wilbur Wright Elementary School,1950 Washington Street	 New Castle	 Indiana undefined,Indiana,7655217249,CWALLS@NCWEB.ME,M	 T	 W	 Th,Brk Lun,11:30 AM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
South Henry School Corp,Mobile Route 1,6972 Indiana 103	 Straughn	 Indiana undefined,Indiana,7659877988,azentz@shenry.k12.in.us,M	 T	 W	 Th	 F,Brk Lun ,10:00 AM to 11:00 AM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Kokomo School Corporation,Bon Air Middle School,2800 Apperson Way North	 Kokomo	 Indiana undefined,Indiana,7654547112,ebrovont@kokomo.k12.in.us,W,Brk Lun,10:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Kokomo School Corporation,Central Middle School,300 E Superior Street 46901	 Kokomo	 Indiana undefined,Indiana,7654547112,ebrovont@kokomo.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Northwestern School Corporation,Howard Elementary School,3526N Rd 300 E	 Kokomo	 Indiana undefined,Indiana,7654578101,hope.neuzerling@nwsc.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Kokomo School Corporation,Maple Crest Middle School,2727 S Washington Street	 Kokomo	 Indiana undefined,Indiana,7654547112,ebrovont@kokomo.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Taylor Community School Corp,Taylor Elementary,5500 Wea Dr	 Kokomo	 Indiana undefined,Indiana,7654531101,pbolin@taylor.k12.in.us,T,Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Huntington County Community School Corporation,Andrews Elementary School,509 East Jefferson St.	 Andrews	 Indiana undefined,Indiana,2603566104,hruest@hccsc.k12.in.us,Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Huntington County Community School Corporation,Huntington North High School,Huntington North High School	 Huntington	 Indiana undefined,Indiana,2603566104,kakins@hccsc.k12.in.us,Th,Brk Lun,11:30 AM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Huntington County Community School Corporation,Salamonie School,1063 E 900 S	 Warren	 Indiana undefined,Indiana,2603566104,msliger@hccsc.k12.in.us,Th,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Brownstown Central Community School Corporation,Brownstown Central High School,500 N Elm Street	 Brownstown	 Indiana undefined,Indiana,8123583453,BCfoodaid@gmail.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Medora Community School Corp,Closure Mobile Bus Route,82 S Geprge St	 Medora	 Indiana undefined,Indiana,8129662210,rbane@medora.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Seymour Community Schools,Brown Elementary School,550 Miller Lane	 Seymour	 Indiana undefined,Indiana,8125225539,brooksm@scsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Seymour Community Schools,Cortland Elementary School,6687 N County Rd 400 E	 Seymour	 Indiana undefined,Indiana,8125227483,toborgb@scsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Seymour Community Schools,Seymour High School,1350 W 2nd Street	 Seymour	 Indiana undefined,Indiana,8125224384,schafstalll@scsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Seymour Community Schools,Seymour Middle School,920 N O'Brien Street	 Seymour	 Indiana undefined,Indiana,8125225453,yorks@scsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Seymour Community Schools,Seymour-Redding Elem. School,1700 N Ewing Street	 Seymour	 Indiana undefined,Indiana,8125225621,reichenbackerd@scsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Crothersville Community Schools,Crothersville Elementary School,109 South Preston Street	 Crothersville	 Indiana undefined,Indiana,8127932601,aking@crothersville.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Tri-County School Corporation,Tri-County Primary School,300 East Michigan Street	 Remington	 Indiana undefined,Indiana,2192792105,frantzc@trico.k12.in.us,M	 W	 F,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Rensselaer Central School Corp,Van Rensselaer Elem. School,902 East Washington St.	 Rensselaer	 Indiana undefined,Indiana,2198667822,lori.zeider@rcsc.k12.in.us,M,Brk Lun,9:00 AM to 10:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,Bloomfield Elem. School,350 E 500 N	 Bryant	 Indiana undefined,Indiana,2607269306,camila.green@compass-usa.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,Westlawn Elem. School,234 Pearl Street	 Dunkirk	 Indiana undefined,Indiana,7657686075,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,Pennville Elem. School,390 W Pleasant St.	 Pennville	 Indiana undefined,Indiana,2607269306,camila.green@compass-usa.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,East Jay Middle School,225 E Water St	 Portland	 Indiana undefined,Indiana,2607269306,cpyle@jayschools.k12.in.us,M	 T	 W	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,Jay County High School,2072 IN-67	 Portland	 Indiana undefined,Indiana,2607269306,camila.green@compass-usa.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Jay County School Corporation,Redkey Elem. School,500 W Main street	 Redkey	 Indiana undefined,Indiana,7653692571,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Canaan Community Academy,Canaan Community Academy,8775 North Canaan Main St.	 Canaan	 Indiana undefined,Indiana,8128390003,smcdowell@canaanca.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison Consolidated Schools,Deputy Elementary,14350 W Mulberry St	 Deputy	 Indiana undefined,Indiana,8122748001,jbrooks@madison.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Southwestern Jefferson Co. Consolidated School Corp,Southwestern Elementary School,273 S. Main Cross Street	 Hanover	 Indiana undefined,Indiana,8128666254,kking@swjcs.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison Consolidated Schools,Anderson Elementary School,2325 Cherry Drive	 Madison	 Indiana undefined,Indiana,8122748001,jbrooks@madison.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison Consolidated Schools,Madison Junior High School,701 Eighth St	 Madison	 Indiana undefined,Indiana,8122748001,jbrooks@madison.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison Consolidated Schools,Madison Senior High,743 Clifty Dr	 Madison	 Indiana undefined,Indiana,8122748001,jbrooks@madison.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison Consolidated Schools,Ryker's Ridge Elementary,2845 N Rykers' Ridge Rd	 Madison	 Indiana undefined,Indiana,8122748001,jbrooks@madison.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Graham Creek Elementary School,7910 S CR 90 W	 Commiskey	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Hayden Elementary School,55 S CR 685 W	 Hayden	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Jennings County Middle School,820 W Walnut St	 North Vernon	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,North Vernon Elementary School,810 W Walnut St	 North Vernon	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Sand Creek Elementary,1450 W CR 500 N	 North Vernon	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Scipio Elementary School,6320 N State Hwy 7	 Scipio	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Brush Creek Elementary School,4275 E US Highway 50	 North Vernon	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Jennings County School Corp,Jennings County High School,800 W Walnut St	 North Vernon	 Indiana undefined,Indiana,8123464483,suharding@jcsc.org,Th,Brk Lun,5:00 PM to 6:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Edinburgh Community School Corp,Eastside Elementary School,810 East Main Cross Street	 Edinburgh	 Indiana undefined,Indiana,8125269771,pweber@ecsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Clark-Pleasant Community Schools,Clark Pleasant Middle School,1354 E Worthsville Rd	 Greenwood	 Indiana undefined,Indiana,3175353105,kcombs@cpcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greenwood Community School Corp,Isom Central School,50 E. Broadway Street	 Greenwood	 Indiana undefined,Indiana,3178894075,gyoung@gws.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Vincennes Community School Corp,Benjamin Franklin School,2143 Washinton Ave.	 Vincennes	 Indiana undefined,Indiana,8128822103,gilbertt@vcsc.k12.in.us,M,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Vincennes Community School Corp,Closure Mobile Bus Route 1,1545 Hart St. Rd	 Vincennes	 Indiana undefined,Indiana,8128822273,clinec@vcsc.k12.in.us,M,Brk Lun,10:00 AM to 11:00 AM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Vincennes Community School Corp,Francis Vigo School,1513 Main	 Vincennes	 Indiana undefined,Indiana,8128822078,griggsj@vcsc.k12.in.us,M,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Vincennes Community School Corp,James Whitcomb Riley Elem. School,1008 Upper 11th	 Vincennes	 Indiana undefined,Indiana,8128822072,,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Vincennes Community School Corp,Tecumseh-Harrison School,2116 N. Second St.	 Vincennes	 Indiana undefined,Indiana,8128822117,coxj@vcsc.k12.in.us,M,Brk Lun,10:00 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
North Knox School Corporation,North Knox Primary School,215 East 4th St	 Bicknell	 Indiana undefined,Indiana,8127352990,klein-tammy@aramark.com,M,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Claypool Elementary School,2024 W 700 S	 Claypool	 Indiana undefined,Indiana,2603486943,kwagner@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Claypool Mobile Route,Claypool Elementary	 Claypool		 Indiana undefined,Indiana,5743715086,mchew@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:45 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Millwood Acres,9462 State Road 19	 Etna Green	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Leesburg Elementary School,6150 N Old SR 15	 Leesburg	 Indiana undefined,Indiana,5742658755,thelm@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Leesburg Mobile Route,6150 N Old SR 15	 Leesburg	 Indiana undefined,Indiana,5743715086,thelm@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:15 AM to 11:45 AM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Tippecanoe Valley School Corp,Palestine Boat Ramp,5599 W Palestine 1st street	 Mentone	 Indiana undefined,Indiana,5745982579,,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Milford Public Library,101 N Main Street	 Milford	 Indiana undefined,Indiana,5745290607,kchupp@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Milford School,611 E Emeline Street	 Milford	 Indiana undefined,Indiana,5746589444,chuk@wawasee.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,North Webster Community Center,301 N Main Street	 North Webster	 Indiana undefined,Indiana,2602212923,swrobleski@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,North Webster Elementary School,5475 N 750 E	 North Webster	 Indiana undefined,Indiana,5748347644,khartman@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Enchanted Hills,9726 King Arthur Trail	 Cromwell	 Indiana undefined,Indiana,2608562136,mila@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Syracuse Community Building,1013 n Long Drive	 Syracuse	 Indiana undefined,Indiana,2602155436,umaj@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Syracuse Elementary School,12799 N Kern Road	 Syracuse	 Indiana undefined,Indiana,5748347644,asloan@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wawasee Community School Corp,Wawasee High School,12659 Syracuse/Webster Road	 Syracuse	 Indiana undefined,Indiana,5745277390,mdixon@wawasee.k12.in.us,M	 Th,Brk Lun,11:00 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Gateway Center,201 N Union	 Warsaw	 Indiana undefined,Indiana,5745279877,jmoyer@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Lincoln Elementary School,203 N Lincoln	 Warsaw	 Indiana undefined,Indiana,5743770585,sstover@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Lincoln Mobile Route,203 N Lincoln	 Warsaw	 Indiana undefined,Indiana,5743715086,sstover@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 12:45 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Harrison Elementary School,1300 N 100 E	 Warsaw	 Indiana undefined,Indiana,5743772658,jhart@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Harrison Mobile Route,1300 N 100 E	 Warsaw	 Indiana undefined,Indiana,5743715086,jhart@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Jefferson Elementary School,1 Jefferson Drive	 Winona Lake	 Indiana undefined,Indiana,5745291246,mvansickle@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Warsaw Community Schools,Jefferson Mobile Route,1 Jefferson Drive	 Winona Lake	 Indiana undefined,Indiana,5743715086,ktiller@warsawschools.org,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Lakeland School Corporation,Lakeland Primary School,One LeMaster Circle	 LaGrange	 Indiana undefined,Indiana,2604992400,,M,Brk Lun,10:50 AM to 12:10 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Lakeland School Corporation,Mobile Route 1,0825E. 075 N.	 LaGrange	 Indiana undefined,Indiana,2604992400,,M,Brk Lun,10:50 AM to 12:10 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Lakeland School Corporation,Mobile Route 2,0825 E. 075 N.	 LaGrange	 Indiana undefined,Indiana,2604992400,,M,Brk Lun,10:50 AM to 12:10 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Prairie Heights Community Schools,Prairie Heights Elementary,0455 S 1150 E	 LaGrange	 Indiana undefined,Indiana,2603512070,corr@ph.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,Harrison Elementary School,4411 Magoun Avenue	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,J.L. Block Jr. High School,2700 Cardinal Drive	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,Lincoln Elementary School,2001 East 135th Street	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,McKinley Elementary School,4825 Magoun Avenue	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,School City of East Chicago Administrative Building,1401 E 144th St	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
